external_id,channel,canonical_status,edge_case,http_status,fire_ms,error,ack_ms,e2e_ms,provider,is_fallback,prompt_tokens,completion_tokens,cost_usd,validator_passes,n_validator_failures,message_status,wa_simulated,db_persisted
3000000000000030,woocommerce,paid,,200,37,,0,1167,openai,false,737,47,0.000139,1,0,sent,true,true
3000000000000031,mercadolibre,paid,,200,39,,0,1101,openai,false,740,62,0.000148,1,0,sent,true,true
3000000000000032,woocommerce,paid,,200,44,,0,1091,openai,false,735,63,0.000148,1,0,sent,true,true
3000000000000033,mercadolibre,paid,,200,39,,0,1210,openai,false,743,59,0.000147,1,0,sent,true,true
3000000000000034,woocommerce,paid,low_value,200,37,,0,980,openai,false,732,55,0.000143,1,0,sent,true,true
3000000000000035,mercadolibre,paid,,200,46,,0,1071,openai,false,742,58,0.000146,1,0,sent,true,true
3000000000000036,woocommerce,paid,,200,34,,0,1081,openai,false,735,57,0.000144,1,0,sent,true,true
3000000000000037,mercadolibre,paid,,200,38,,0,1094,openai,false,740,59,0.000146,1,0,sent,true,true
3000000000000038,woocommerce,paid,,200,33,,0,1003,openai,false,735,42,0.000135,1,0,sent,true,true
3000000000000039,mercadolibre,paid,,200,34,,0,1012,openai,false,741,57,0.000145,1,0,sent,true,true
3000000000000040,woocommerce,paid,,200,34,,0,1034,openai,false,735,57,0.000144,1,0,sent,true,true
3000000000000041,mercadolibre,paid,,200,35,,0,1009,openai,false,740,59,0.000146,1,0,sent,true,true
3000000000000042,woocommerce,paid,,200,37,,0,1203,openai,false,740,70,0.000153,1,0,sent,true,true
3000000000000043,mercadolibre,paid,duplicate,200,33,,,,,,,,,,,,,false
3000000000000044,woocommerce,paid,,200,40,,0,1107,openai,false,738,59,0.000146,1,0,sent,true,true
3000000000000045,mercadolibre,paid,,200,38,,0,1181,openai,false,740,54,0.000143,1,0,sent,true,true
3000000000000046,woocommerce,paid,,200,38,,0,1033,openai,false,735,57,0.000144,1,0,sent,true,true
3000000000000047,mercadolibre,paid,,200,37,,0,1009,openai,false,741,62,0.000148,1,0,sent,true,true
3000000000000048,woocommerce,paid,no_items,200,32,,0,977,openai,false,711,40,0.000131,1,0,sent,true,true
3000000000000049,mercadolibre,paid,,200,35,,0,1181,openai,false,739,56,0.000144,1,0,sent,true,true
3000000000000050,woocommerce,paid,,200,36,,0,1127,openai,false,740,64,0.000149,1,0,sent,true,true
3000000000000051,mercadolibre,paid,,200,36,,0,1046,openai,false,740,59,0.000146,1,0,sent,true,true
3000000000000052,woocommerce,paid,,200,34,,0,938,openai,false,736,42,0.000136,1,0,sent,true,true
3000000000000053,mercadolibre,paid,,200,37,,0,1125,openai,false,743,59,0.000147,1,0,sent,true,true
3000000000000054,woocommerce,paid,,200,43,,0,1077,openai,false,736,47,0.000139,1,0,sent,true,true
3000000000000055,mercadolibre,shipped,,200,39,,0,1201,openai,false,743,59,0.000147,1,0,sent,true,true
3000000000000056,woocommerce,shipped,,200,36,,0,1042,openai,false,738,59,0.000146,1,0,sent,true,true
3000000000000057,mercadolibre,shipped,,200,35,,0,963,openai,false,740,54,0.000143,1,0,sent,true,true
3000000000000058,woocommerce,shipped,,200,36,,0,958,openai,false,737,47,0.000139,1,0,sent,true,true
3000000000000059,mercadolibre,shipped,,200,34,,0,1090,openai,false,740,54,0.000143,1,0,sent,true,true
3000000000000060,woocommerce,shipped,,200,40,,0,1056,openai,false,735,57,0.000144,1,0,sent,true,true
3000000000000061,mercadolibre,shipped,,200,35,,0,1084,openai,false,740,55,0.000144,1,0,sent,true,true
3000000000000062,woocommerce,shipped,,200,53,,0,1121,openai,false,735,57,0.000144,1,0,sent,true,true
3000000000000063,mercadolibre,shipped,,200,38,,0,1029,openai,false,742,58,0.000146,1,0,sent,true,true
3000000000000064,woocommerce,shipped,,200,39,,0,952,openai,false,736,42,0.000136,1,0,sent,true,true
3000000000000065,mercadolibre,shipped,,200,39,,0,1036,openai,false,743,59,0.000147,1,0,sent,true,true
3000000000000066,woocommerce,shipped,,200,43,,0,1197,openai,false,736,42,0.000136,1,0,sent,true,true
3000000000000067,mercadolibre,shipped,,200,37,,0,1050,openai,false,740,57,0.000145,1,0,sent,true,true
3000000000000068,woocommerce,shipped,,200,35,,0,994,openai,false,735,57,0.000144,1,0,sent,true,true
3000000000000069,mercadolibre,shipped,,200,32,,0,1064,openai,false,743,59,0.000147,1,0,sent,true,true
3000000000000070,woocommerce,shipped,,200,35,,0,1094,openai,false,738,65,0.000150,1,0,sent,true,true
3000000000000071,mercadolibre,shipped,,200,33,,0,1132,openai,false,741,62,0.000148,1,0,sent,true,true
3000000000000072,woocommerce,shipped,,200,36,,0,1067,openai,false,738,65,0.000150,1,0,sent,true,true
3000000000000073,mercadolibre,shipped,,200,31,,0,1142,openai,false,740,59,0.000146,1,0,sent,true,true
3000000000000074,woocommerce,shipped,,200,35,,0,1187,openai,false,737,47,0.000139,1,0,sent,true,true
3000000000000075,mercadolibre,shipped,,200,42,,0,1225,openai,false,740,54,0.000143,1,0,sent,true,true
3000000000000076,woocommerce,shipped,,200,37,,0,981,openai,false,736,47,0.000139,1,0,sent,true,true
3000000000000077,mercadolibre,shipped,,200,36,,0,1083,openai,false,740,59,0.000146,1,0,sent,true,true
3000000000000078,woocommerce,shipped,,200,39,,0,1066,openai,false,735,57,0.000144,1,0,sent,true,true
3000000000000079,mercadolibre,shipped,,200,32,,0,1055,openai,false,743,59,0.000147,1,0,sent,true,true
3000000000000080,woocommerce,shipped,,200,38,,0,1258,openai,false,734,42,0.000135,1,0,sent,true,true
3000000000000081,mercadolibre,shipped,,200,34,,0,1016,openai,false,745,47,0.000140,1,0,sent,true,true
3000000000000082,woocommerce,shipped,,200,36,,0,1005,openai,false,738,59,0.000146,1,0,sent,true,true
3000000000000083,mercadolibre,shipped,,200,36,,0,1044,openai,false,743,57,0.000146,1,0,sent,true,true
3000000000000084,woocommerce,shipped,,200,33,,0,1229,openai,false,735,57,0.000144,1,0,sent,true,true
3000000000000085,mercadolibre,shipped,,200,37,,0,1080,openai,false,743,59,0.000147,1,0,sent,true,true
3000000000000086,woocommerce,shipped,,200,37,,0,966,openai,false,735,55,0.000143,1,0,sent,true,true
3000000000000087,mercadolibre,shipped,,200,35,,0,1054,openai,false,742,58,0.000146,1,0,sent,true,true
3000000000000088,woocommerce,shipped,,200,37,,0,1010,openai,false,735,57,0.000144,1,0,sent,true,true
3000000000000089,mercadolibre,shipped,,200,33,,0,1027,openai,false,742,58,0.000146,1,0,sent,true,true
3000000000000090,woocommerce,shipped,,200,33,,0,989,openai,false,736,42,0.000136,1,0,sent,true,true
3000000000000091,mercadolibre,delivered,,200,34,,0,972,openai,false,741,62,0.000148,1,0,sent,true,true
3000000000000092,woocommerce,delivered,,200,34,,0,1098,openai,false,735,62,0.000147,1,0,sent,true,true
3000000000000093,mercadolibre,delivered,,200,32,,0,1050,openai,false,743,59,0.000147,1,0,sent,true,true
3000000000000094,woocommerce,delivered,,200,40,,0,1074,openai,false,738,69,0.000152,1,0,sent,true,true
3000000000000095,mercadolibre,delivered,,200,49,,0,1152,openai,false,740,59,0.000146,1,0,sent,true,true
3000000000000096,woocommerce,delivered,,200,51,,0,1244,openai,false,736,66,0.000150,1,0,sent,true,true
3000000000000097,mercadolibre,delivered,,200,48,,0,1051,openai,false,743,59,0.000147,1,0,sent,true,true
3000000000000098,woocommerce,delivered,,200,50,,0,1192,openai,false,737,58,0.000145,1,0,sent,true,true
3000000000000099,mercadolibre,delivered,,200,59,,0,1030,openai,false,745,48,0.000141,1,0,sent,true,true
3000000000000100,woocommerce,delivered,,200,40,,0,1148,openai,false,737,67,0.000151,1,0,sent,true,true
3000000000000101,mercadolibre,delivered,,200,41,,0,1179,openai,false,741,57,0.000145,1,0,sent,true,true
3000000000000102,woocommerce,delivered,,200,61,,0,1139,openai,false,736,66,0.000150,1,0,sent,true,true
3000000000000103,mercadolibre,delivered,,200,43,,0,1233,openai,false,745,62,0.000149,1,0,sent,true,true
3000000000000104,woocommerce,delivered,,200,66,,0,1279,openai,false,735,66,0.000150,1,0,sent,true,true
3000000000000105,mercadolibre,delivered,,200,36,,0,1213,openai,false,739,54,0.000143,1,0,sent,true,true
3000000000000106,woocommerce,delivered,,200,46,,0,1118,openai,false,737,67,0.000151,1,0,sent,true,true
3000000000000107,mercadolibre,delivered,,200,40,,0,1107,openai,false,741,62,0.000148,1,0,sent,true,true
3000000000000108,woocommerce,delivered,,200,36,,0,1072,openai,false,737,67,0.000151,1,0,sent,true,true
3000000000000109,mercadolibre,delivered,,200,36,,0,1388,openai,false,740,62,0.000148,1,0,sent,true,true
3000000000000110,woocommerce,delivered,,200,31,,0,1236,openai,false,735,67,0.000150,1,0,sent,true,true
3000000000000111,mercadolibre,delivered,,200,35,,0,1047,openai,false,745,47,0.000140,1,0,sent,true,true
3000000000000112,woocommerce,delivered,,200,39,,0,1219,openai,false,739,70,0.000153,1,0,sent,true,true
3000000000000113,mercadolibre,delivered,,200,37,,0,1133,openai,false,740,57,0.000145,1,0,sent,true,true
3000000000000114,woocommerce,delivered,,200,36,,0,1120,openai,false,739,70,0.000153,1,0,sent,true,true
3000000000000115,mercadolibre,pending_payment,,200,38,,0,1525,openai,false,743,71,0.000154,1,0,sent,true,true
3000000000000116,woocommerce,pending_payment,,200,36,,0,1119,openai,false,736,71,0.000153,1,0,sent,true,true
3000000000000117,mercadolibre,pending_payment,,200,36,,0,1176,openai,false,746,76,0.000158,1,0,sent,true,true
3000000000000118,woocommerce,pending_payment,,200,36,,0,1173,openai,false,736,71,0.000153,1,0,sent,true,true
3000000000000119,mercadolibre,pending_payment,,200,38,,0,1247,openai,false,746,76,0.000158,1,0,sent,true,true
3000000000000120,woocommerce,pending_payment,,200,33,,0,1145,openai,false,735,68,0.000151,1,0,sent,true,true
3000000000000121,mercadolibre,pending_payment,,200,32,,0,1107,openai,false,741,70,0.000153,1,0,sent,true,true
3000000000000122,woocommerce,pending_payment,,200,31,,0,1078,openai,false,739,75,0.000156,1,0,sent,true,true
3000000000000123,mercadolibre,pending_payment,,200,34,,0,1282,openai,false,746,76,0.000158,1,0,sent,true,true
3000000000000124,woocommerce,pending_payment,,200,36,,0,938,openai,false,741,44,0.000138,1,0,sent,true,true
3000000000000125,mercadolibre,pending_payment,,200,35,,0,1057,openai,false,741,70,0.000153,1,0,sent,true,true
3000000000000126,woocommerce,pending_payment,,200,43,,0,1339,openai,false,739,74,0.000155,1,0,sent,true,true
3000000000000127,mercadolibre,cancelled,,200,34,,0,1123,openai,false,744,75,0.000157,1,0,sent,true,true
3000000000000128,woocommerce,cancelled,,200,36,,0,1168,openai,false,739,75,0.000156,1,0,sent,true,true
3000000000000129,mercadolibre,cancelled,,200,45,,0,1445,openai,false,741,72,0.000154,1,0,sent,true,true
3000000000000130,woocommerce,cancelled,,200,34,,0,1106,openai,false,739,73,0.000155,1,0,sent,true,true
3000000000000131,mercadolibre,cancelled,,200,33,,0,1183,openai,false,744,75,0.000157,1,0,sent,true,true
3000000000000132,woocommerce,cancelled,,200,36,,0,1093,openai,false,739,75,0.000156,1,0,sent,true,true
3000000000000133,mercadolibre,cancelled,,200,35,,0,1087,openai,false,741,72,0.000154,1,0,sent,true,true
3000000000000134,woocommerce,cancelled,,200,48,,0,1106,openai,false,739,73,0.000155,1,0,sent,true,true
3000000000000135,mercadolibre,cancelled,,200,35,,0,1067,openai,false,741,72,0.000154,1,0,sent,true,true
3000000000000136,woocommerce,cancelled,,200,39,,0,1006,openai,false,733,62,0.000147,1,0,sent,true,true
3000000000000137,mercadolibre,cancelled,,200,38,,0,1226,openai,false,738,62,0.000148,1,0,sent,true,true
3000000000000138,woocommerce,cancelled,,200,32,,0,982,openai,false,729,57,0.000144,1,0,sent,true,true
3000000000000139,mercadolibre,refunded,,200,34,,0,1094,openai,false,738,64,0.000149,1,0,sent,true,true
3000000000000140,woocommerce,refunded,,200,32,,0,1252,openai,false,729,62,0.000147,1,0,sent,true,true
3000000000000141,mercadolibre,refunded,,200,34,,0,1046,openai,false,734,63,0.000148,1,0,sent,true,true
3000000000000142,woocommerce,refunded,,200,36,,0,1141,openai,false,733,64,0.000148,1,0,sent,true,true
3000000000000143,mercadolibre,refunded,,200,35,,0,1110,openai,false,734,63,0.000148,1,0,sent,true,true
3000000000000144,woocommerce,refunded,,200,36,,0,1204,openai,false,733,64,0.000148,1,0,sent,true,true
3000000000000145,mercadolibre,error,,200,39,,0,,,,,,,,0,,,true
3000000000000146,woocommerce,error,,200,55,,0,,,,,,,,0,,,true
3000000000000147,mercadolibre,error,,200,37,,0,,,,,,,,0,,,true
3000000000000148,woocommerce,error,,200,40,,0,,,,,,,,0,,,true
3000000000000149,mercadolibre,error,,200,50,,0,,,,,,,,0,,,true
3000000000000150,woocommerce,error,,200,36,,0,,,,,,,,0,,,true
